time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh
2022-09-05 16:15,8482.525,4728.342,3138.611,7539.875
2022-09-05 16:30,8482.65,4728.417,3138.771,7540.027
2022-09-05 16:45,8482.899,4728.667,3138.797,7540.394
2022-09-05 17:00,8483.172,4728.928,3138.824,7540.487
2022-09-05 17:15,8483.662,4729.077,3138.84,7540.72
2022-09-05 17:30,8484.041,4729.24,3138.926,7540.881
2022-09-05 17:45,8484.392,4729.333,3139.104,7540.951
2022-09-05 18:00,8484.554,4729.575,3139.195,7541.242
2022-09-05 18:15,8484.828,4729.8,3139.308,7541.344
2022-09-05 18:30,8485.076,4729.877,3139.493,7541.403
2022-09-05 18:45,8485.553,4730.093,3139.595,7541.407
2022-09-05 19:00,8485.834,4730.281,3139.773,7541.61
2022-09-05 19:15,8486.276,4730.499,3139.944,7541.945
2022-09-05 19:30,8486.637,4730.752,3139.991,7541.963
2022-09-05 19:45,8487.089,4730.973,3140.068,7541.966
2022-09-05 20:00,8487.19,4731.078,3140.118,7542.257
2022-09-05 20:15,8487.66,4731.21,3140.141,7542.553
2022-09-05 20:30,8488.141,4731.429,3140.285,7542.768
2022-09-05 20:45,8488.303,4731.574,3140.332,7543.054
2022-09-05 21:00,8488.429,4731.678,3140.338,7543.433
2022-09-05 21:15,8488.656,4731.877,3140.444,7543.593
2022-09-05 21:30,8488.99,4732.154,3140.531,7543.881
2022-09-05 21:45,8489.3,4732.237,3140.717,7544.035
2022-09-05 22:00,8489.574,4732.318,3140.769,7544.389
2022-09-05 22:15,8490.039,4732.408,3140.874,7544.622
2022-09-05 22:30,8490.367,4732.509,3141.021,7544.631
2022-09-05 22:45,8490.841,4732.8,3141.044,7544.919
2022-09-05 23:00,8491.171,4732.979,3141.12,7545.094
2022-09-05 23:15,8491.345,4733.065,3141.255,7545.168
2022-09-05 23:30,8491.838,4733.133,3141.27,7545.264
2022-09-05 23:45,8492.337,4733.426,3141.466,7545.265
2022-09-06 00:00,8492.616,4733.589,3141.55,7545.449
2022-09-06 00:15,8493.021,4733.683,3141.604,7545.679
2022-09-06 00:30,8493.375,4733.946,3141.798,7545.98
2022-09-06 00:45,8493.55,4734.205,3141.832,7546.154
2022-09-06 01:00,8493.881,4734.418,3142.023,7546.535
2022-09-06 01:15,8494.243,4734.617,3142.048,7546.722
2022-09-06 01:30,8494.58,4734.906,3142.189,7546.845
2022-09-06 01:45,8494.897,4735.128,3142.213,7547.193
2022-09-06 02:00,8495.234,4735.23,3142.4,7547.481
2022-09-06 02:15,8495.617,4735.293,3142.404,7547.852
2022-09-06 02:30,8496.026,4735.483,3142.593,7547.933
2022-09-06 02:45,8496.161,4735.719,3142.616,7548.275
2022-09-06 03:00,8496.627,4735.991,3142.75,7548.44
2022-09-06 03:15,8496.907,4736.193,3142.801,7548.64
2022-09-06 03:30,8497.285,4736.325,3142.967,7548.78
2022-09-06 03:45,8497.54,4736.616,3143.137,7549.111
2022-09-06 04:00,8497.661,4736.686,3143.251,7549.416
2022-09-06 04:15,8498.026,4736.967,3143.253,7549.516
2022-09-06 04:30,8498.272,4737.111,3143.308,7549.627
2022-09-06 04:45,8498.594,4737.369,3143.473,7549.654
2022-09-06 05:00,8498.8,4737.665,3143.485,7549.99
2022-09-06 05:15,8498.982,4737.747,3143.613,7550.16
2022-09-06 05:30,8499.2,4738.02,3143.713,7550.547
2022-09-06 05:45,8499.637,4738.123,3143.784,7550.598
2022-09-06 06:00,8500.107,4738.252,3143.825,7550.811
2022-09-06 06:15,8500.598,4738.458,3143.938,7551.106
2022-09-06 06:30,8500.864,4738.668,3143.966,7551.364
2022-09-06 06:45,8501.273,4738.895,3144.134,7551.479
2022-09-06 07:00,8501.44,4739.122,3144.204,7551.775
2022-09-06 07:15,8501.838,4739.239,3144.268,7551.991
2022-09-06 07:30,8502.108,4739.486,3144.443,7552.076
2022-09-06 07:45,8502.545,4739.629,3144.516,7552.162
2022-09-06 08:00,8502.724,4739.778,3144.599,7552.372
2022-09-06 08:15,8503.152,4739.831,3144.619,7552.666
2022-09-06 08:30,8503.281,4740.125,3144.688,7552.737
2022-09-06 08:45,8503.719,4740.298,3144.817,7552.935
2022-09-06 09:00,8503.989,4740.471,3144.903,7553.198
2022-09-06 09:15,8504.145,4740.563,3145.012,7553.289
2022-09-06 09:30,8504.367,4740.833,3145.018,7553.604
2022-09-06 09:45,8504.751,4740.959,3145.043,7553.728
2022-09-06 10:00,8505.029,4741.038,3145.074,7553.82
2022-09-06 10:15,8505.223,4741.114,3145.179,7553.98
2022-09-06 10:30,8505.418,4741.362,3145.246,7554.122
2022-09-06 10:45,8505.796,4741.457,3145.333,7554.146
2022-09-06 11:00,8506.155,4741.632,3145.368,7554.191
2022-09-06 11:15,8506.28,4741.836,3145.529,7554.555
2022-09-06 11:30,8506.705,4742.11,3145.563,7554.726
2022-09-06 11:45,8506.861,4742.392,3145.713,7555.044
2022-09-06 12:00,8507.058,4742.462,3145.762,7555.327
2022-09-06 12:15,8507.163,4742.761,3145.834,7555.698
2022-09-06 12:30,8507.466,4742.906,3145.858,7555.71
2022-09-06 12:45,8507.906,4743.163,3146.025,7556.038
2022-09-06 13:00,8508.378,4743.214,3146.106,7556.283
2022-09-06 13:15,8508.663,4743.28,3146.168,7556.57
2022-09-06 13:30,8508.804,4743.395,3146.325,7556.889
2022-09-06 13:45,8509.094,4743.615,3146.344,7557.288
2022-09-06 14:00,8509.31,4743.766,3146.377,7557.419
2022-09-06 14:15,8509.534,4744.014,3146.491,7557.496
2022-09-06 14:30,8509.731,4744.125,3146.491,7557.539
2022-09-06 14:45,8510.213,4744.231,3146.638,7557.701
2022-09-06 15:00,8510.472,4744.483,3146.758,7557.769
2022-09-06 15:15,8510.573,4744.588,3146.845,7558.049
2022-09-06 15:30,8510.871,4744.857,3147.008,7558.281
2022-09-06 15:45,8511.251,4745.056,3147.129,7558.526
2022-09-06 16:00,8511.677,4745.164,3147.181,7558.538
2022-09-06 16:15,8512.079,4745.42,3147.372,7558.708
2022-09-06 16:30,8512.459,4745.681,3147.43,7558.78
2022-09-06 16:45,8512.639,4745.836,3147.451,7559.13
2022-09-06 17:00,8512.879,4746.038,3147.565,7559.134
2022-09-06 17:15,8513.163,4746.248,3147.695,7559.244
2022-09-06 17:30,8513.317,4746.371,3147.882,7559.549
2022-09-06 17:45,8513.588,4746.607,3148.006,7559.678
2022-09-06 18:00,8513.729,4746.798,3148.064,7560.032
2022-09-06 18:15,8513.864,4746.948,3148.233,7560.365
2022-09-06 18:30,8514.298,4747.011,3148.342,7560.41
2022-09-06 18:45,8514.466,4747.064,3148.374,7560.566
2022-09-06 19:00,8514.755,4747.135,3148.485,7560.741
2022-09-06 19:15,8515.105,4747.407,3148.602,7561.088
2022-09-06 19:30,8515.581,4747.48,3148.785,7561.401
2022-09-06 19:45,8515.803,4747.65,3148.827,7561.441
2022-09-06 20:00,8515.976,4747.932,3148.949,7561.446
2022-09-06 20:15,8516.426,4748.098,3148.981,7561.493
2022-09-06 20:30,8516.647,4748.189,3149.114,7561.695
2022-09-06 20:45,8516.858,4748.484,3149.215,7561.714
2022-09-06 21:00,8517.018,4748.559,3149.272,7561.858
2022-09-06 21:15,8517.296,4748.711,3149.434,7561.972
2022-09-06 21:30,8517.489,4748.985,3149.618,7562.306
2022-09-06 21:45,8517.732,4749.135,3149.768,7562.308
2022-09-06 22:00,8517.966,4749.282,3149.959,7562.375
2022-09-06 22:15,8518.316,4749.467,3150.152,7562.609
2022-09-06 22:30,8518.594,4749.649,3150.208,7562.909
2022-09-06 22:45,8518.965,4749.933,3150.312,7563.015
2022-09-06 23:00,8519.185,4750.083,3150.433,7563.322
2022-09-06 23:15,8519.414,4750.271,3150.526,7563.405
2022-09-06 23:30,8519.914,4750.335,3150.594,7563.72
2022-09-06 23:45,8520.109,4750.482,3150.645,7563.811
2022-09-07 00:00,8520.514,4750.569,3150.716,7563.86
2022-09-07 00:15,8520.894,4750.722,3150.855,7564.129
2022-09-07 00:30,8521.253,4750.813,3150.957,7564.515
2022-09-07 00:45,8521.402,4750.954,3150.975,7564.603
2022-09-07 01:00,8521.504,4751.139,3151.069,7564.837
2022-09-07 01:15,8521.902,4751.316,3151.188,7564.954
2022-09-07 01:30,8522.035,4751.375,3151.302,7564.956
2022-09-07 01:45,8522.233,4751.577,3151.448,7565.164
2022-09-07 02:00,8522.728,4751.753,3151.498,7565.457
2022-09-07 02:15,8523.215,4751.933,3151.585,7565.651
2022-09-07 02:30,8523.683,4752.202,3151.714,7565.846
2022-09-07 02:45,8524.017,4752.354,3151.775,7565.869
2022-09-07 03:00,8524.299,4752.404,3151.779,7565.944
2022-09-07 03:15,8524.584,4752.514,3151.905,7566.063
2022-09-07 03:30,8524.82,4752.674,3151.93,7566.324
2022-09-07 03:45,8525.307,4752.751,3152.059,7566.62
2022-09-07 04:00,8525.733,4752.952,3152.142,7567.003
2022-09-07 04:15,8526.23,4753.064,3152.155,7567.205
2022-09-07 04:30,8526.45,4753.173,3152.159,7567.479
2022-09-07 04:45,8526.782,4753.281,3152.194,7567.783
2022-09-07 05:00,8527.155,4753.531,3152.364,7567.885
2022-09-07 05:15,8527.408,4753.66,3152.512,7567.945
2022-09-07 05:30,8527.742,4753.786,3152.555,7568.313
2022-09-07 05:45,8527.921,4753.853,3152.752,7568.693
2022-09-07 06:00,8528.146,4754.091,3152.858,7568.971
2022-09-07 06:15,8528.3,4754.293,3152.975,7569.259
2022-09-07 06:30,8528.657,4754.586,3153.077,7569.356
2022-09-07 06:45,8528.891,4754.664,3153.152,7569.489
2022-09-07 07:00,8529.161,4754.847,3153.159,7569.707
2022-09-07 07:15,8529.413,4755.0,3153.256,7569.886
2022-09-07 07:30,8529.534,4755.226,3153.38,7569.943
2022-09-07 07:45,8529.993,4755.448,3153.449,7570.041
2022-09-07 08:00,8530.384,4755.545,3153.62,7570.271
2022-09-07 08:15,8530.613,4755.777,3153.817,7570.436
2022-09-07 08:30,8531.073,4756.007,3153.921,7570.807
2022-09-07 08:45,8531.443,4756.285,3153.959,7571.191
2022-09-07 09:00,8531.94,4756.386,3154.151,7571.195
2022-09-07 09:15,8532.225,4756.656,3154.161,7571.505
2022-09-07 09:30,8532.369,4756.709,3154.236,7571.565
2022-09-07 09:45,8532.517,4756.974,3154.329,7571.885
2022-09-07 10:00,8532.916,4757.115,3154.419,7572.059
2022-09-07 10:15,8533.248,4757.286,3154.589,7572.373
2022-09-07 10:30,8533.434,4757.554,3154.736,7572.6
2022-09-07 10:45,8533.753,4757.763,3154.916,7572.759
2022-09-07 11:00,8534.065,4757.971,3155.002,7573.143
2022-09-07 11:15,8534.508,4758.17,3155.011,7573.418
2022-09-07 11:30,8534.63,4758.331,3155.179,7573.686
2022-09-07 11:45,8534.775,4758.583,3155.331,7573.858
2022-09-07 12:00,8535.052,4758.714,3155.5,7574.042
2022-09-07 12:15,8535.208,4758.982,3155.513,7574.283
2022-09-07 12:30,8535.703,4759.281,3155.683,7574.577
2022-09-07 12:45,8535.882,4759.333,3155.789,7574.659
2022-09-07 13:00,8536.23,4759.492,3155.914,7574.826
2022-09-07 13:15,8536.508,4759.743,3155.976,7575.111
2022-09-07 13:30,8536.92,4759.894,3155.984,7575.435
2022-09-07 13:45,8537.041,4760.106,3155.998,7575.436
2022-09-07 14:00,8537.271,4760.397,3156.195,7575.593
2022-09-07 14:15,8537.559,4760.489,3156.347,7575.635
2022-09-07 14:30,8537.705,4760.736,3156.513,7575.64
2022-09-07 14:45,8538.061,4760.998,3156.699,7575.856
2022-09-07 15:00,8538.375,4761.092,3156.852,7576.094
2022-09-07 15:15,8538.805,4761.194,3156.929,7576.368
2022-09-07 15:30,8539.082,4761.482,3157.109,7576.65
2022-09-07 15:45,8539.3,4761.765,3157.223,7576.82
2022-09-07 16:00,8539.527,4762.009,3157.245,7576.856
2022-09-07 16:15,8539.721,4762.155,3157.26,7576.99
2022-09-07 16:30,8540.194,4762.243,3157.4,7577.023
2022-09-07 16:45,8540.614,4762.384,3157.455,7577.06
2022-09-07 17:00,8540.851,4762.615,3157.651,7577.11
2022-09-07 17:15,8541.131,4762.734,3157.681,7577.496
2022-09-07 17:30,8541.271,4762.938,3157.825,7577.559
2022-09-07 17:45,8541.607,4763.108,3157.876,7577.596
2022-09-07 18:00,8541.999,4763.29,3157.947,7577.789
2022-09-07 18:15,8542.19,4763.49,3158.111,7578.174
2022-09-07 18:30,8542.467,4763.788,3158.17,7578.511
2022-09-07 18:45,8542.837,4763.88,3158.336,7578.587
2022-09-07 19:00,8543.114,4764.13,3158.49,7578.744
2022-09-07 19:15,8543.434,4764.295,3158.615,7578.953
2022-09-07 19:30,8543.612,4764.541,3158.669,7579.223
2022-09-07 19:45,8544.03,4764.691,3158.726,7579.56
2022-09-07 20:00,8544.174,4764.897,3158.731,7579.623
2022-09-07 20:15,8544.462,4765.172,3158.856,7579.708
2022-09-07 20:30,8544.678,4765.425,3159.021,7579.819
2022-09-07 20:45,8544.821,4765.522,3159.133,7579.82
2022-09-07 21:00,8545.263,4765.815,3159.283,7579.978
2022-09-07 21:15,8545.443,4766.012,3159.325,7580.001
2022-09-07 21:30,8545.731,4766.246,3159.449,7580.286
2022-09-07 21:45,8546.076,4766.42,3159.56,7580.408
2022-09-07 22:00,8546.284,4766.564,3159.575,7580.757
2022-09-07 22:15,8546.575,4766.703,3159.711,7581.044
2022-09-07 22:30,8546.888,4766.765,3159.882,7581.373
2022-09-07 22:45,8547.166,4767.051,3159.902,7581.628
2022-09-07 23:00,8547.411,4767.257,3159.921,7581.88
2022-09-07 23:15,8547.613,4767.538,3159.928,7581.911
2022-09-07 23:30,8548.076,4767.742,3159.944,7582.133
2022-09-07 23:45,8548.379,4767.852,3160.064,7582.249
2022-09-08 00:00,8548.76,4768.008,3160.164,7582.365
2022-09-08 00:15,8549.074,4768.184,3160.17,7582.507
2022-09-08 00:30,8549.288,4768.347,3160.334,7582.73
2022-09-08 00:45,8549.579,4768.579,3160.413,7582.996
2022-09-08 01:00,8550.009,4768.673,3160.491,7583.312
2022-09-08 01:15,8550.459,4768.777,3160.613,7583.35
2022-09-08 01:30,8550.935,4768.928,3160.709,7583.506
2022-09-08 01:45,8551.122,4769.055,3160.714,7583.563
2022-09-08 02:00,8551.36,4769.345,3160.793,7583.876
2022-09-08 02:15,8551.508,4769.442,3160.922,7584.276
2022-09-08 02:30,8552.003,4769.56,3161.099,7584.498
2022-09-08 02:45,8552.355,4769.803,3161.174,7584.665
2022-09-08 03:00,8552.737,4769.933,3161.205,7584.921
2022-09-08 03:15,8553.009,4770.11,3161.243,7584.997
2022-09-08 03:30,8553.207,4770.189,3161.276,7585.299
2022-09-08 03:45,8553.462,4770.432,3161.468,7585.472
2022-09-08 04:00,8553.677,4770.484,3161.666,7585.706
2022-09-08 04:15,8553.99,4770.659,3161.742,7585.887
2022-09-08 04:30,8554.417,4770.736,3161.803,7586.041
2022-09-08 04:45,8554.849,4770.843,3161.958,7586.209
2022-09-08 05:00,8555.064,4771.062,3162.02,7586.405
2022-09-08 05:15,8555.235,4771.279,3162.18,7586.493
2022-09-08 05:30,8555.624,4771.55,3162.336,7586.535
2022-09-08 05:45,8555.891,4771.657,3162.469,7586.847
2022-09-08 06:00,8556.064,4771.723,3162.558,7587.147
2022-09-08 06:15,8556.406,4771.805,3162.728,7587.213
2022-09-08 06:30,8556.551,4771.916,3162.926,7587.521
2022-09-08 06:45,8556.689,4772.033,3162.975,7587.691
2022-09-08 07:00,8556.794,4772.287,3162.992,7587.898
2022-09-08 07:15,8556.976,4772.428,3163.151,7588.094
2022-09-08 07:30,8557.268,4772.598,3163.158,7588.412
2022-09-08 07:45,8557.433,4772.76,3163.294,7588.486
2022-09-08 08:00,8557.56,4773.025,3163.395,7588.858
2022-09-08 08:15,8557.857,4773.271,3163.584,7588.957
2022-09-08 08:30,8558.319,4773.349,3163.735,7589.328
2022-09-08 08:45,8558.423,4773.517,3163.875,7589.704
2022-09-08 09:00,8558.614,4773.787,3164.0,7589.771
2022-09-08 09:15,8559.075,4774.0,3164.165,7590.075
2022-09-08 09:30,8559.429,4774.203,3164.169,7590.316
2022-09-08 09:45,8559.861,4774.465,3164.302,7590.394
2022-09-08 10:00,8560.325,4774.729,3164.478,7590.461
2022-09-08 10:15,8560.512,4774.832,3164.509,7590.843
2022-09-08 10:30,8560.908,4775.005,3164.685,7590.904
2022-09-08 10:45,8561.112,4775.276,3164.708,7591.29
2022-09-08 11:00,8561.588,4775.374,3164.862,7591.52
2022-09-08 11:15,8562.071,4775.55,3164.969,7591.73
2022-09-08 11:30,8562.235,4775.624,3165.164,7592.015
2022-09-08 11:45,8562.66,4775.879,3165.257,7592.342
2022-09-08 12:00,8562.778,4776.055,3165.385,7592.51
2022-09-08 12:15,8563.118,4776.311,3165.418,7592.681
2022-09-08 12:30,8563.411,4776.493,3165.462,7592.73
2022-09-08 12:45,8563.751,4776.632,3165.619,7593.115
2022-09-08 13:00,8564.155,4776.795,3165.695,7593.252
2022-09-08 13:15,8564.603,4776.977,3165.805,7593.429
2022-09-08 13:30,8564.904,4777.15,3165.899,7593.706
2022-09-08 13:45,8565.033,4777.387,3165.951,7593.813
2022-09-08 14:00,8565.499,4777.494,3166.089,7594.108
2022-09-08 14:15,8565.623,4777.707,3166.199,7594.335
2022-09-08 14:30,8566.041,4777.845,3166.398,7594.366
2022-09-08 14:45,8566.19,4778.134,3166.453,7594.648
2022-09-08 15:00,8566.651,4778.235,3166.578,7594.856
2022-09-08 15:15,8567.004,4778.43,3166.653,7595.102
2022-09-08 15:30,8567.228,4778.508,3166.778,7595.493
2022-09-08 15:45,8567.674,4778.801,3166.889,7595.714
2022-09-08 16:00,8567.847,4778.934,3166.978,7596.039
2022-09-08 16:15,8568.033,4779.084,3167.061,7596.353
2022-09-08 16:30,8568.263,4779.273,3167.183,7596.745
2022-09-08 16:45,8568.529,4779.489,3167.246,7596.877
2022-09-08 17:00,8568.716,4779.644,3167.29,7596.962
2022-09-08 17:15,8569.184,4779.7,3167.428,7597.247
2022-09-08 17:30,8569.46,4779.795,3167.597,7597.371
2022-09-08 17:45,8569.941,4780.087,3167.755,7597.529
2022-09-08 18:00,8570.142,4780.226,3167.762,7597.542
2022-09-08 18:15,8570.43,4780.321,3167.798,7597.868
2022-09-08 18:30,8570.85,4780.606,3167.969,7598.205
2022-09-08 18:45,8571.346,4780.685,3168.139,7598.358
2022-09-08 19:00,8571.626,4780.746,3168.179,7598.526
2022-09-08 19:15,8571.914,4780.824,3168.184,7598.706
2022-09-08 19:30,8572.39,4780.949,3168.222,7598.954
2022-09-08 19:45,8572.663,4781.131,3168.295,7599.148
2022-09-08 20:00,8572.939,4781.389,3168.416,7599.286
2022-09-08 20:15,8573.421,4781.662,3168.509,7599.345
2022-09-08 20:30,8573.719,4781.82,3168.635,7599.414
2022-09-08 20:45,8573.87,4781.973,3168.816,7599.656
2022-09-08 21:00,8574.346,4782.2,3168.957,7599.86
2022-09-08 21:15,8574.647,4782.33,3169.1,7599.924
2022-09-08 21:30,8574.891,4782.385,3169.137,7600.225
2022-09-08 21:45,8575.352,4782.545,3169.196,7600.342
2022-09-08 22:00,8575.458,4782.77,3169.236,7600.732
2022-09-08 22:15,8575.937,4783.026,3169.377,7600.83
2022-09-08 22:30,8576.072,4783.263,3169.521,7600.971
2022-09-08 22:45,8576.203,4783.543,3169.584,7600.979
2022-09-08 23:00,8576.68,4783.672,3169.683,7601.327
2022-09-08 23:15,8576.971,4783.853,3169.704,7601.606
2022-09-08 23:30,8577.143,4784.066,3169.877,7601.614
2022-09-08 23:45,8577.636,4784.304,3170.01,7601.63
2022-09-09 00:00,8577.87,4784.526,3170.015,7601.774
2022-09-09 00:15,8578.346,4784.749,3170.176,7602.0
2022-09-09 00:30,8578.63,4784.809,3170.363,7602.18
2022-09-09 00:45,8578.877,4785.055,3170.559,7602.359
2022-09-09 01:00,8579.206,4785.326,3170.567,7602.587
2022-09-09 01:15,8579.671,4785.544,3170.62,7602.93
2022-09-09 01:30,8580.163,4785.779,3170.624,7603.02
2022-09-09 01:45,8580.541,4785.92,3170.661,7603.123
2022-09-09 02:00,8580.788,4786.112,3170.699,7603.155
2022-09-09 02:15,8581.234,4786.375,3170.715,7603.197
2022-09-09 02:30,8581.704,4786.656,3170.756,7603.39
2022-09-09 02:45,8582.021,4786.739,3170.788,7603.742
2022-09-09 03:00,8582.405,4786.987,3170.825,7604.018
2022-09-09 03:15,8582.854,4787.07,3170.98,7604.229
2022-09-09 03:30,8583.228,4787.235,3170.997,7604.489
2022-09-09 03:45,8583.588,4787.362,3171.09,7604.876
2022-09-09 04:00,8583.84,4787.537,3171.269,7605.059
2022-09-09 04:15,8584.18,4787.728,3171.317,7605.122
2022-09-09 04:30,8584.378,4787.908,3171.39,7605.188
2022-09-09 04:45,8584.526,4787.969,3171.544,7605.5
2022-09-09 05:00,8584.729,4788.088,3171.642,7605.704
2022-09-09 05:15,8585.007,4788.233,3171.788,7605.86
2022-09-09 05:30,8585.245,4788.53,3171.969,7606.153
2022-09-09 05:45,8585.626,4788.631,3172.059,7606.384
2022-09-09 06:00,8585.879,4788.756,3172.242,7606.484
2022-09-09 06:15,8586.181,4788.946,3172.388,7606.651
2022-09-09 06:30,8586.397,4789.036,3172.46,7607.024
2022-09-09 06:45,8586.533,4789.297,3172.497,7607.159
2022-09-09 07:00,8586.92,4789.562,3172.54,7607.361
2022-09-09 07:15,8587.109,4789.655,3172.561,7607.73
2022-09-09 07:30,8587.396,4789.889,3172.678,7608.028
2022-09-09 07:45,8587.733,4790.053,3172.863,7608.225
2022-09-09 08:00,8588.102,4790.352,3172.942,7608.34
2022-09-09 08:15,8588.368,4790.474,3173.024,7608.586
2022-09-09 08:30,8588.58,4790.687,3173.084,7608.63
2022-09-09 08:45,8589.037,4790.862,3173.103,7609.011
2022-09-09 09:00,8589.395,4790.976,3173.283,7609.176
2022-09-09 09:15,8589.594,4791.044,3173.463,7609.231
2022-09-09 09:30,8590.001,4791.171,3173.474,7609.433
2022-09-09 09:45,8590.316,4791.335,3173.556,7609.501
2022-09-09 10:00,8590.584,4791.523,3173.716,7609.569
2022-09-09 10:15,8590.723,4791.688,3173.896,7609.6
2022-09-09 10:30,8590.911,4791.782,3173.988,7609.854
2022-09-09 10:45,8591.054,4792.041,3174.15,7609.894
2022-09-09 11:00,8591.432,4792.233,3174.286,7610.251
2022-09-09 11:15,8591.832,4792.437,3174.414,7610.403
2022-09-09 11:30,8592.106,4792.604,3174.434,7610.462
2022-09-09 11:45,8592.228,4792.851,3174.59,7610.668
2022-09-09 12:00,8592.396,4793.109,3174.601,7610.669
2022-09-09 12:15,8592.873,4793.269,3174.657,7611.027
2022-09-09 12:30,8593.33,4793.32,3174.672,7611.041
2022-09-09 12:45,8593.59,4793.463,3174.818,7611.168
2022-09-09 13:00,8593.746,4793.608,3174.899,7611.194
2022-09-09 13:15,8594.024,4793.767,3175.064,7611.345
2022-09-09 13:30,8594.297,4793.976,3175.222,7611.481
2022-09-09 13:45,8594.405,4794.26,3175.293,7611.483
2022-09-09 14:00,8594.792,4794.321,3175.355,7611.788
2022-09-09 14:15,8595.155,4794.483,3175.414,7611.834
2022-09-09 14:30,8595.49,4794.602,3175.438,7612.008
2022-09-09 14:45,8595.913,4794.809,3175.592,7612.144
2022-09-09 15:00,8596.341,4795.049,3175.75,7612.212
2022-09-09 15:15,8596.527,4795.348,3175.861,7612.392
2022-09-09 15:30,8596.655,4795.538,3175.938,7612.476
2022-09-09 15:45,8596.902,4795.61,3176.096,7612.478
2022-09-09 16:00,8597.355,4795.774,3176.239,7612.745
2022-09-09 16:15,8597.765,4795.839,3176.264,7612.93
2022-09-09 16:30,8597.967,4795.983,3176.346,7612.958
2022-09-09 16:45,8598.361,4796.107,3176.496,7613.28
2022-09-09 17:00,8598.687,4796.219,3176.534,7613.355
2022-09-09 17:15,8598.898,4796.472,3176.603,7613.442
2022-09-09 17:30,8599.286,4796.683,3176.783,7613.57
2022-09-09 17:45,8599.5,4796.895,3176.828,7613.82
2022-09-09 18:00,8599.736,4797.019,3176.92,7614.151
2022-09-09 18:15,8599.917,4797.138,3176.965,7614.287
2022-09-09 18:30,8600.24,4797.403,3177.129,7614.329
2022-09-09 18:45,8600.52,4797.67,3177.163,7614.651
2022-09-09 19:00,8600.873,4797.906,3177.183,7614.706
2022-09-09 19:15,8600.977,4798.187,3177.245,7614.71
2022-09-09 19:30,8601.239,4798.467,3177.394,7614.874
2022-09-09 19:45,8601.354,4798.679,3177.396,7614.913
2022-09-09 20:00,8601.576,4798.732,3177.427,7614.945
2022-09-09 20:15,8601.711,4798.794,3177.584,7614.957
2022-09-09 20:30,8602.029,4799.007,3177.776,7615.103
2022-09-09 20:45,8602.497,4799.157,3177.954,7615.423
2022-09-09 21:00,8602.939,4799.237,3177.991,7615.556
2022-09-09 21:15,8603.235,4799.378,3178.032,7615.844
2022-09-09 21:30,8603.473,4799.598,3178.218,7615.998
2022-09-09 21:45,8603.574,4799.745,3178.263,7616.166
2022-09-09 22:00,8603.932,4799.863,3178.349,7616.33
2022-09-09 22:15,8604.16,4800.153,3178.381,7616.49
2022-09-09 22:30,8604.417,4800.207,3178.489,7616.557
2022-09-09 22:45,8604.766,4800.471,3178.527,7616.744
2022-09-09 23:00,8604.939,4800.652,3178.66,7617.081
2022-09-09 23:15,8605.264,4800.848,3178.782,7617.46
2022-09-09 23:30,8605.544,4801.101,3178.879,7617.468
2022-09-09 23:45,8605.794,4801.398,3178.925,7617.547
2022-09-10 00:00,8606.23,4801.564,3179.019,7617.68
2022-09-10 00:15,8606.622,4801.851,3179.091,7618.069
2022-09-10 00:30,8606.785,4802.015,3179.166,7618.444
2022-09-10 00:45,8607.25,4802.099,3179.258,7618.549
2022-09-10 01:00,8607.351,4802.268,3179.327,7618.91
2022-09-10 01:15,8607.548,4802.4,3179.425,7619.246
2022-09-10 01:30,8607.703,4802.564,3179.477,7619.305
2022-09-10 01:45,8607.939,4802.767,3179.477,7619.42
2022-09-10 02:00,8608.099,4802.937,3179.619,7619.496
2022-09-10 02:15,8608.311,4803.14,3179.818,7619.874
2022-09-10 02:30,8608.571,4803.339,3179.871,7620.108
2022-09-10 02:45,8608.861,4803.447,3180.035,7620.321
2022-09-10 03:00,8609.068,4803.567,3180.116,7620.551
2022-09-10 03:15,8609.196,4803.629,3180.314,7620.63
2022-09-10 03:30,8609.512,4803.893,3180.321,7620.676
2022-09-10 03:45,8609.865,4804.083,3180.475,7620.708
2022-09-10 04:00,8610.228,4804.203,3180.525,7620.791
2022-09-10 04:15,8610.339,4804.395,3180.596,7620.987
2022-09-10 04:30,8610.481,4804.67,3180.747,7621.191
2022-09-10 04:45,8610.849,4804.788,3180.804,7621.438
2022-09-10 05:00,8610.99,4805.023,3180.928,7621.466
2022-09-10 05:15,8611.116,4805.184,3181.08,7621.845
2022-09-10 05:30,8611.397,4805.342,3181.221,7622.171
2022-09-10 05:45,8611.643,4805.565,3181.343,7622.447
2022-09-10 06:00,8612.012,4805.629,3181.357,7622.696
2022-09-10 06:15,8612.128,4805.797,3181.412,7622.947
2022-09-10 06:30,8612.319,4806.013,3181.478,7623.329
2022-09-10 06:45,8612.533,4806.229,3181.556,7623.673
2022-09-10 07:00,8612.763,4806.386,3181.714,7623.869
2022-09-10 07:15,8612.866,4806.531,3181.757,7624.042
2022-09-10 07:30,8613.186,4806.659,3181.853,7624.208
2022-09-10 07:45,8613.291,4806.862,3181.958,7624.219
2022-09-10 08:00,8613.512,4806.922,3182.137,7624.537
2022-09-10 08:15,8613.976,4806.975,3182.287,7624.619
2022-09-10 08:30,8614.139,4807.25,3182.293,7625.001
